1.000000000000000000e+00;2.729116678237915039e-01;4.675562381744384766e+00;5.243124961853027344e-01;1.245333850383758545e-01;-5.263197422027587891e-02;-6.993413716554641724e-02;9.739281616210937500e+02;5.824048614501953125e+01;6.272654533386230469e-01
2.000000000000000000e+00;2.729907035827636719e-01;4.676544189453125000e+00;1.747405380010604858e-01;1.247897222638130188e-01;-5.234280601143836975e-02;-7.046188414096832275e-02;9.770836181640625000e+02;6.404066467285156250e+01;9.944390058517456055e-01
3.000000000000000000e+00;2.618884444236755371e-01;4.189095020294189453e+00;5.224208831787109375e-01;1.252673715353012085e-01;-4.962962120771408081e-02;-7.356161624193191528e-02;9.922169799804687500e+02;9.703673553466796875e+01;6.990061402320861816e-01
4.000000000000000000e+00;2.619548439979553223e-01;4.189941883087158203e+00;1.741108447313308716e-01;1.255528777837753296e-01;-4.937724396586418152e-02;-7.407471537590026855e-02;9.964354858398437500e+02;1.049232254028320312e+02;1.606811404228210449e+00
5.000000000000000000e+00;2.520105242729187012e-01;3.701197147369384766e+00;5.208185315132141113e-01;1.245976388454437256e-01;-4.564557597041130066e-02;-7.675771415233612061e-02;1.009990783691406250e+03;1.412439117431640625e+02;7.843235135078430176e-01
6.000000000000000000e+00;2.520560622215270996e-01;3.701928853988647461e+00;1.735873371362686157e-01;1.247714832425117493e-01;-4.546723142266273499e-02;-7.708866894245147705e-02;1.013447753906250000e+03;1.478284759521484375e+02;1.886172771453857422e+00
7.000000000000000000e+00;2.433328926563262939e-01;3.212543010711669922e+00;5.193604230880737305e-01;1.231005191802978516e-01;-4.088661074638366699e-02;-7.988510280847549438e-02;1.028123046875000000e+03;1.942091217041015625e+02;2.651664614677429199e-01
8.000000000000000000e+00;2.433487772941589355e-01;3.213282585144042969e+00;1.731293499469757080e-01;1.228858083486557007e-01;-4.082482308149337769e-02;-7.973147183656692505e-02;1.028149047851562500e+03;1.940298004150390625e+02;7.933338880538940430e-01
9.000000000000000000e+00;2.358706742525100708e-01;2.723418951034545898e+00;5.176519751548767090e-01;1.218598335981369019e-01;-3.573538735508918762e-02;-8.364196121692657471e-02;1.046991699218750000e+03;2.572474975585937500e+02;-9.494845867156982422e-01
1.000000000000000000e+01;2.358502447605133057e-01;2.724401473999023438e+00;1.726002097129821777e-01;1.210691630840301514e-01;-3.582632914185523987e-02;-8.279027789831161499e-02;1.042209106445312500e+03;2.474757080078125000e+02;-2.109403848648071289e+00
1.100000000000000000e+01;2.296126782894134521e-01;2.233516931533813477e+00;5.151243805885314941e-01;1.222768798470497131e-01;-3.069902583956718445e-02;-8.893326669931411743e-02;1.065889526367187500e+03;3.244377441406250000e+02;-1.936617612838745117e+00
1.200000000000000000e+01;2.295541614294052124e-01;2.234992027282714844e+00;1.717926859855651855e-01;1.210298240184783936e-01;-3.095807693898677826e-02;-8.747442066669464111e-02;1.058571899414062500e+03;3.096923522949218750e+02;-4.685627460479736328e+00
1.300000000000000000e+01;2.245458811521530151e-01;1.741976141929626465e+00;5.113924741744995117e-01;1.252299398183822632e-01;-2.628604322671890259e-02;-9.615430235862731934e-02;1.083761352539062500e+03;3.823081970214843750e+02;-1.554460287094116211e+00
1.400000000000000000e+01;2.244535088539123535e-01;1.743993759155273438e+00;1.705455034971237183e-01;1.242130920290946960e-01;-2.670085057616233826e-02;-9.475576132535934448e-02;1.078557373046875000e+03;3.723739929199218750e+02;-3.791101217269897461e+00
1.500000000000000000e+01;2.206816822290420532e-01;1.247802019119262695e+00;5.067456364631652832e-01;1.303631067276000977e-01;-2.285966090857982635e-02;-1.046022400259971619e-01;1.100038940429687500e+03;4.231115722656250000e+02;-3.765000402927398682e-02
1.600000000000000000e+01;2.205639034509658813e-01;1.250012397766113281e+00;1.689388453960418701e-01;1.305167376995086670e-01;-2.339537069201469421e-02;-1.042224541306495667e-01;1.099769165039062500e+03;4.223104248046875000e+02;-1.813108026981353760e-01
1.700000000000000000e+01;2.180598974227905273e-01;7.504808902740478516e-01;5.023110508918762207e-01;1.360264420509338379e-01;-2.058173902332782745e-02;-1.124672070145606995e-01;1.113365844726562500e+03;4.481693725585937500e+02;1.614578723907470703e+00
1.800000000000000000e+01;2.179267704486846924e-01;7.522202134132385254e-01;1.673810034990310669e-01;1.376900374889373779e-01;-2.119311131536960602e-02;-1.134958863258361816e-01;1.117658691406250000e+03;4.542804870605468750e+02;3.573049068450927734e+00
1.900000000000000000e+01;2.167314141988754272e-01;2.505097985267639160e-01;4.995775520801544189e-01;1.398124247789382935e-01;-1.946153677999973297e-02;-1.173334643244743347e-01;1.121111450195312500e+03;4.602722778320312500e+02;2.722940921783447266e+00
2.000000000000000000e+01;2.165916264057159424e-01;2.511683404445648193e-01;1.664183735847473145e-01;1.424338966608047485e-01;-2.010684087872505188e-02;-1.192730814218521118e-01;1.127956665039062500e+03;4.694949645996093750e+02;5.850755214691162109e+00
2.100000000000000000e+01;8.187849521636962891e-01;4.684823036193847656e+00;5.247346162796020508e-01;1.235639005899429321e-01;-5.245286598801612854e-02;-6.915245205163955688e-02;9.716936035156250000e+02;5.584029388427734375e+01;6.990581154823303223e-01
2.200000000000000000e+01;8.190214037895202637e-01;4.685817241668701172e+00;1.748832464218139648e-01;1.237899288535118103e-01;-5.216757580637931824e-02;-6.964651495218276978e-02;9.747700195312500000e+02;6.134064102172851562e+01;1.183966755867004395e+00
2.300000000000000000e+01;7.856422066688537598e-01;4.206791877746582031e+00;5.228037834167480469e-01;1.245490834116935730e-01;-4.962785914540290833e-02;-7.285542041063308716e-02;9.899875488281250000e+02;9.394131469726562500e+01;6.019135117530822754e-01
2.400000000000000000e+01;7.858420610427856445e-01;4.207669258117675781e+00;1.742408573627471924e-01;1.247940063476562500e-01;-4.937699064612388611e-02;-7.332836836576461792e-02;9.938800659179687500e+02;1.011066131591796875e+02;1.531247854232788086e+00
2.500000000000000000e+01;7.559395432472229004e-01;3.724370718002319336e+00;5.211146473884582520e-01;1.242246553301811218e-01;-4.582784697413444519e-02;-7.621212303638458252e-02;1.008204040527343750e+03;1.380807189941406250e+02;6.583685874938964844e-01
2.600000000000000000e+01;7.560786604881286621e-01;3.725152492523193359e+00;1.736881136894226074e-01;1.243573203682899475e-01;-4.564679786562919617e-02;-7.650774717330932617e-02;1.011153930664062500e+03;1.436493072509765625e+02;1.634165644645690918e+00
