1.000000000000000000e+00;2.729116678237915039e-01;4.675562381744384766e+00;5.243124961853027344e-01;1.242889621949471030e-01;-5.237873457601593952e-02;-6.994295379705210702e-02;-6.848227392480124055e-03;5.360808168860317765e-04;-1.766058194987917235e-05;9.725843228656513020e+02;5.958349167619859088e+01;6.281099013564305222e-01;-3.504242826835701408e+01;-9.017590720170334251e-01;5.376348851888496094e-02
2.000000000000000000e+00;2.729907035827636719e-01;4.676544189453125000e+00;1.747405380010604858e-01;1.245390480802823913e-01;-5.209102898227033901e-02;-7.046298348791966981e-02;-6.832348744972052169e-03;-1.381231508914670513e-05;6.716125079588432072e-06;9.757019097217755643e+02;6.542141579777442928e+01;9.953966932229781905e-01;-3.547946787665517832e+01;-9.566438752219856845e-01;6.924700950715109715e-02
3.000000000000000000e+00;2.618884444236755371e-01;4.189095020294189453e+00;5.224208831787109375e-01;1.250549189997955113e-01;-4.941096495564569618e-02;-7.356781269673196011e-02;-6.277811393285774068e-03;4.080990159837025177e-04;-3.567131001418759773e-06;9.911643831447262301e+02;9.808812049714386205e+01;7.002816367603688086e-01;-3.066168514570302861e+01;-1.089280094328680892e+00;1.202148003433242407e-01
4.000000000000000000e+00;2.619548439979553223e-01;4.189941883087158203e+00;1.741108447313308716e-01;1.253381920315399245e-01;-4.916188267191572148e-02;-7.407538562957528827e-02;-6.240668018671342680e-03;-5.127057647697299842e-05;1.266187685663969597e-05;9.953621970992290926e+02;1.059954911332429219e+02;1.607871793091046442e+00;-3.090084484146202115e+01;-9.807973837403536344e-01;1.283009460522998024e-01
5.000000000000000000e+00;2.520105242729187012e-01;3.701197147369384766e+00;5.208185315132141113e-01;1.244226558513955166e-01;-4.546640816242020905e-02;-7.676188661467239771e-02;-5.575337354267037235e-03;2.618865050865152753e-04;7.496159118050675911e-06;1.009204950328363907e+03;1.420268969303612323e+02;7.871653397957665277e-01;-2.607291496691850341e+01;-1.620621648714216434e+00;2.245667573355949465e-01
6.000000000000000000e+00;2.520560622215270996e-01;3.701928853988647461e+00;1.735873371362686157e-01;1.245979059354761637e-01;-4.529342056381930465e-02;-7.708889948071968867e-02;-5.505399566044964603e-03;-1.124718219495182150e-04;1.920351688384865202e-05;1.012663485239767283e+03;1.486105325127915933e+02;1.888373921624848295e+00;-2.601075183154235759e+01;-1.404104486052480727e+00;2.275218741535477984e-01
7.000000000000000000e+00;2.433328926563262939e-01;3.212543010711669922e+00;5.193604230880737305e-01;1.229672651730565613e-01;-4.074955355091113007e-02;-7.988891602572846529e-02;-4.770104225438514915e-03;1.881986298843699125e-04;6.610612107145429468e-06;1.027574928302556145e+03;1.947512993266658157e+02;2.710410453670301645e-01;-2.125918108183335065e+01;-2.422959667625840030e+00;2.262852752622292185e-01
8.000000000000000000e+00;2.433487772941589355e-01;3.213282585144042969e+00;1.731293499469757080e-01;1.227559016605518083e-01;-4.069487064227267359e-02;-7.973151750626625289e-02;-4.658383469586445565e-03;-1.612821305283437812e-04;1.824722215579916836e-05;1.027620784933105369e+03;1.945540308982232887e+02;7.973523086803646631e-01;-2.090758311732756880e+01;-1.984312128844818446e+00;2.289243285486171064e-01
9.000000000000000000e+00;2.358706742525100708e-01;2.723418951034545898e+00;5.176519751548767090e-01;1.217706303439761578e-01;-3.563871324156069054e-02;-8.364942659069264652e-02;-3.922831083721781131e-03;3.285681011010983072e-04;-1.178805911149935585e-05;1.046648147719566623e+03;2.575830844875449657e+02;-9.414558232825988027e-01;-1.627688744640793672e+01;-2.897521741214587276e+00;1.064021252417186314e-01
1.000000000000000000e+01;2.358502447605133057e-01;2.724401473999023438e+00;1.726002097129821777e-01;1.209803920543936206e-01;-3.573727165996094801e-02;-8.279056300692815007e-02;-3.777232841090978274e-03;-1.720011494442230508e-04;7.525149013712972177e-06;1.041889102656023169e+03;2.477901121155281601e+02;-2.103760972047798106e+00;-1.580411461942779461e+01;-2.422312308507385215e+00;1.117899985507352367e-01
1.100000000000000000e+01;2.296126782894134521e-01;2.233516931533813477e+00;5.151243805885314941e-01;1.222363226230100686e-01;-3.063778467213907827e-02;-8.895394634846064130e-02;-3.081379303438203359e-03;7.696912116265900317e-04;-4.393846382600174089e-05;1.065698517026020681e+03;3.246219913953363516e+02;-1.929848521947238327e+00;-1.168738234952247801e+01;-2.684767741808555819e+00;-4.667348951966604487e-02
1.200000000000000000e+01;2.295541614294052124e-01;2.234992027282714844e+00;1.717926859855651855e-01;1.209770225556017070e-01;-3.090327342340553479e-02;-8.747642594136921523e-02;-2.930287523112339206e-03;-1.022655005105476507e-04;-9.613128905581852819e-06;1.058394216792750967e+03;3.098643487378989789e+02;-4.679987332465625371e+00;-1.134883585029757924e+01;-2.446571114449150652e+00;-2.817336090440694663e-02
1.300000000000000000e+01;2.245458811521530151e-01;1.741976141929626465e+00;5.113924741744995117e-01;1.252411045021770419e-01;-2.625202259123160173e-02;-9.619948961963913081e-02;-2.298476095327640998e-03;1.385985696329087441e-03;-7.408122191767550410e-05;1.083664460158200427e+03;3.824001690231838779e+02;-1.549541642055377366e+00;-8.033074073910064783e+00;-2.302903361559735629e+00;-9.334855618860676829e-02
1.400000000000000000e+01;2.244535088539123535e-01;1.743993759155273438e+00;1.705455034971237183e-01;1.241893677931433376e-01;-2.667098739812348920e-02;-9.476188518344173806e-02;-2.178250984993680434e-03;7.807231094149650295e-06;-2.367039778202784556e-05;1.078461293504478817e+03;3.724636868519060044e+02;-3.784643230975401451e+00;-7.959695040364846541e+00;-2.640704411746357394e+00;-5.450626357942439659e-02
1.500000000000000000e+01;2.206816822290420532e-01;1.247802019119262695e+00;5.067456364631652832e-01;1.304081848068059934e-01;-2.284391587755736294e-02;-1.046630690493404597e-01;-1.588674703948017488e-03;1.772659014390843332e-03;-8.579523163455900106e-05;1.099991716506670627e+03;4.231543051794024564e+02;-3.320057578124688963e-02;-5.377673275568543687e+00;-2.211707917903202869e+00;-2.231134902729969838e-02
1.600000000000000000e+01;2.205639034509658813e-01;1.250012397766113281e+00;1.689388453960418701e-01;1.305123173919902069e-01;-2.338152501248753554e-02;-1.042318910493364448e-01;-1.521400965542984117e-03;8.064917885097886048e-05;-2.697215901074239731e-05;1.099715889378481734e+03;4.223554025817750244e+02;-1.730207389137534690e-01;-5.518112817110549351e+00;-3.019619507164842176e+00;2.158973366371855218e-02
1.700000000000000000e+01;2.180598974227905273e-01;7.504808902740478516e-01;5.023110508918762207e-01;1.360624829677060943e-01;-2.057644429467520020e-02;-1.125085495145625170e-01;-9.383549112034271326e-04;1.520929043245090309e-03;-7.832660478682658477e-05;1.113347438237759661e+03;4.481846700825124685e+02;1.617696079288633682e+00;-3.189577866486039692e+00;-1.860992663184612539e+00;3.643821377430273012e-02
1.800000000000000000e+01;2.179267704486846924e-01;7.522202134132385254e-01;1.673810034990310669e-01;1.376919953244893080e-01;-2.118842045007566718e-02;-1.135025262386267220e-01;-9.128038109409782226e-04;8.002390201753307054e-05;-2.236445010843188155e-05;1.117635932635612789e+03;4.542972301568684088e+02;3.579086245576098335e+00;-3.334756522583648408e+00;-2.591505466935802193e+00;7.134695770837320983e-02
1.900000000000000000e+01;2.167314141988754272e-01;2.505097985267639160e-01;4.995775520801544189e-01;1.398181365671242737e-01;-1.946086708159767281e-02;-1.173398473665134140e-01;-3.114800746020421470e-04;5.999079960911130223e-04;-6.412495995552103690e-05;1.121109238355546495e+03;4.602740024294444652e+02;2.723454983110301431e+00;-1.079376811480980303e+00;-7.506191993357265169e-01;6.893177983185005964e-02
2.000000000000000000e+01;2.165916264057159424e-01;2.511683404445648193e-01;1.664183735847473145e-01;1.424343911403185836e-01;-2.010631585381040740e-02;-1.192741020767617427e-01;-3.057832627429380931e-04;3.134777155163620283e-05;-1.626405700246948870e-05;1.127953727150361374e+03;4.694968772604125320e+02;5.851705431701165416e+00;-1.126815830327520418e+00;-1.023831596272950062e+00;8.686528020094422264e-02
2.100000000000000000e+01;8.187849521636962891e-01;4.684823036193847656e+00;5.247346162796020508e-01;1.228316502825164691e-01;-5.171152427090420362e-02;-6.916155202961016268e-02;-1.221741092664481269e-02;5.275906142074390142e-04;-1.781651110128147576e-05;9.673641889750379050e+02;6.016834576564275494e+01;7.003966963847962912e-01;-6.281262764389223463e+01;-9.768998737812921718e-01;2.029715178840285073e-01
