1.000000000000000000e+00;2.729116678237915039e-01;4.675562381744384766e+00;5.243124961853027344e-01;-5.262804031372070312e-02;1.245260164141654968e-01;-6.993070244789123535e-02;1.670996309258043766e-03;2.604980545584112406e-05;1.633728272281587124e-03;5.832861709594726562e+01;9.738183593750000000e+02;6.489413976669311523e-01;8.984509468078613281e+00;8.925385028123855591e-02;4.588866233825683594e+00
2.000000000000000000e+00;2.729907035827636719e-01;4.676544189453125000e+00;1.747405380010604858e-01;-5.233876779675483704e-02;1.247853115200996399e-01;-7.046151161193847656e-02;1.691879704594612122e-03;1.529581822978798300e-05;5.356320762075483799e-04;6.411888885498046875e+01;9.770020751953125000e+02;9.977541565895080566e-01;8.452489852905273438e+00;6.254356354475021362e-02;1.789227843284606934e+00
3.000000000000000000e+00;2.618884444236755371e-01;4.189095020294189453e+00;5.224208831787109375e-01;-4.962730780243873596e-02;1.252627074718475342e-01;-7.355926930904388428e-02;1.273645553737878799e-03;3.095918509643524885e-05;1.364731113426387310e-03;9.710789489746093750e+01;9.921320190429687500e+02;7.128170132637023926e-01;7.989557743072509766e+00;1.548563987016677856e-01;3.678481578826904297e+00
4.000000000000000000e+00;2.619548439979553223e-01;4.189941883087158203e+00;1.741108447313308716e-01;-4.937473312020301819e-02;1.255501359701156616e-01;-7.407448440790176392e-02;1.326307188719511032e-03;1.934363353939261287e-05;4.266897740308195353e-04;1.049889526367187500e+02;9.963676757812500000e+02;1.608912229537963867e+00;7.662126064300537109e+00;1.280982047319412231e-01;1.399043202400207520e+00
5.000000000000000000e+00;2.520105242729187012e-01;3.701197147369384766e+00;5.208185315132141113e-01;-4.564437642693519592e-02;1.245949342846870422e-01;-7.675620168447494507e-02;9.058342548087239265e-04;3.258127981098368764e-05;1.100260531529784203e-03;1.413000183105468750e+02;1.009927734375000000e+03;7.912651300430297852e-01;7.003298282623291016e+00;2.430787384510040283e-01;2.576963901519775391e+00
6.000000000000000000e+00;2.520560622215270996e-01;3.701928853988647461e+00;1.735873371362686157e-01;-4.546576365828514099e-02;1.247699111700057983e-01;-7.708856463432312012e-02;1.000779448077082634e-03;2.299851257703267038e-05;2.825479314196854830e-04;1.478859710693359375e+02;1.013389648437500000e+03;1.886803150177001953e+00;7.073282718658447266e+00;2.159197777509689331e-01;5.713087916374206543e-01
7.000000000000000000e+00;2.433328926563262939e-01;3.212543010711669922e+00;5.193604230880737305e-01;-4.088601097464561462e-02;1.230985894799232483e-01;-7.988377660512924194e-02;6.293750484474003315e-04;2.298758226970676333e-05;1.037655631080269814e-03;1.942550506591796875e+02;1.028073486328125000e+03;2.687874138355255127e-01;6.201613903045654297e+00;2.098577022552490234e-01;1.874226450920104980e+00
8.000000000000000000e+00;2.433487772941589355e-01;3.213282585144042969e+00;1.731293499469757080e-01;-4.082392156124114990e-02;1.228848472237586975e-01;-7.973141223192214966e-02;7.685263408347964287e-04;1.872656866908073425e-05;2.181331365136429667e-04;1.940841522216796875e+02;1.028094482421875000e+03;7.935405969619750977e-01;6.745700359344482422e+00;1.974899470806121826e-01;-6.417613476514816284e-02
9.000000000000000000e+00;2.358706742525100708e-01;2.723418951034545898e+00;5.176519751548767090e-01;-3.573504462838172913e-02;1.218568310141563416e-01;-8.363930135965347290e-02;4.650606715586036444e-04;-2.760525831035920419e-06;1.479435479268431664e-03;2.572888183593750000e+02;1.046942016601562500e+03;-9.410768747329711914e-01;5.713055133819580078e+00;4.294392839074134827e-02;2.967736721038818359e+00
1.000000000000000000e+01;2.358502447605133057e-01;2.724401473999023438e+00;1.726002097129821777e-01;-3.582568839192390442e-02;1.210683733224868774e-01;-8.279012888669967651e-02;6.348203751258552074e-04;3.479434781183954328e-06;3.442367888055741787e-04;2.475296325683593750e+02;1.042155151367187500e+03;-2.109345436096191406e+00;6.546667098999023438e+00;5.587746202945709229e-02;2.205876410007476807e-01
